,Animal Utilizado,Lactação Utilizada,Animal Alvo,Lactação Alvo,EQM
1252,1511,3,1512,3,32.86560487534645
1253,1511,3,1512,4,27.674176942617795
1254,1511,3,1512,5,129.4567267919502
1255,1511,3,1517,1,177.46670175175743
1256,1511,3,1517,2,103.67915590034018
1257,1511,3,1517,3,93.7288838179706
1258,1511,3,1517,4,61.47047972562362
1259,1511,3,1527,1,163.57588033245722
1260,1511,3,1527,2,80.48399461167797
1261,1511,3,1527,3,175.50969768121678
1262,1511,3,1527,4,15.383764903061257
1263,1511,3,1555,1,138.6936264918367
1264,1511,3,1555,2,39.52492224716551
1265,1511,3,1555,3,87.8305829867724
1266,1511,3,1555,4,324.51792109750573
1267,1511,3,1564,1,217.05542556972784
1268,1511,3,1564,2,129.59642033213652
1269,1511,3,1564,3,259.85361954223345
1270,1511,3,1566,1,118.63513875381368
1271,1511,3,1566,2,84.54840393083902
1272,1511,3,1566,3,61.81751682482988
1273,1511,3,1566,4,78.02440623866221
1274,1511,3,1573,1,176.55629581009063
1275,1511,3,1573,2,135.93354612693676
1276,1511,3,1573,3,104.89338050510196
1277,1511,3,1584,1,154.9282810164399
1278,1511,3,1584,2,56.11766186621317
1279,1511,3,1584,3,92.00675073494585
1280,1511,3,1584,4,336.1979323582768
1281,1511,3,1593,1,143.40668931443687
1282,1511,3,1593,2,83.21915069444438
1283,1511,3,1593,3,16.17286262053569
1284,1511,3,1593,4,90.43244127494332
1285,1511,3,1594,1,167.00737445907032
1286,1511,3,1594,2,238.15570282212153
1287,1511,3,1594,3,58.876319721428615
1288,1511,3,1594,4,26.699810878117926
1289,1511,3,1622,1,161.5285524999999
1290,1511,3,1622,2,329.61067845366927
1291,1511,3,1622,3,391.86972336213137
1292,1511,3,1622,4,589.2069733461828
1293,1511,3,1624,1,75.7014569166667
1294,1511,3,1624,2,158.92776212351984
1295,1511,3,1624,3,141.47907783779752
1296,1511,3,1635,1,118.4600076019274
1297,1511,3,1635,2,66.0141924117914
1298,1511,3,1635,3,216.54736562685804
1299,1511,3,1638,1,304.6004637124718
1300,1511,3,1638,2,286.31086589444465
1301,1511,3,1638,3,68.10467734788368
1302,1511,3,1638,4,525.5185089886623
1303,1511,3,1645,1,47.712596997165555
1304,1511,3,1645,2,49.53922665742631
1305,1511,3,1645,3,46.39259471907281
1306,1511,3,1647,1,141.09600061224486
1307,1511,3,1647,2,77.33692770679006
1308,1511,3,1647,3,140.09379698361155
1309,1511,4,1502,1,321.07240001921605
1310,1511,4,1502,2,143.43363688323663
1311,1511,4,1502,3,21.201679672793794
1312,1511,4,1502,4,94.86586674045712
1313,1511,4,1502,5,234.0548277807352
1314,1511,4,1503,1,301.3487197495733
1315,1511,4,1503,2,193.5784612579941
1316,1511,4,1503,3,135.13059239898553
1317,1511,4,1503,4,275.9056316864487
1318,1511,4,1507,1,304.8068777655589
1319,1511,4,1507,2,173.17804311181638
1320,1511,4,1507,3,140.9214514971805
1321,1511,4,1507,4,161.8318329383246
1322,1511,4,1507,5,1671.0373192133848
1323,1511,4,1511,1,455.1832373874435
1324,1511,4,1511,2,74.96289265413105
1325,1511,4,1511,3,104.95439565960064
1326,1511,4,1511,5,578.786052410582
1327,1511,4,1512,1,393.2410339326903
1328,1511,4,1512,2,198.975697069273
1329,1511,4,1512,3,161.72292240906938
1330,1511,4,1512,4,173.13983333520912
1331,1511,4,1512,5,509.14737544184476
1332,1511,4,1517,1,438.94649846395293
1333,1511,4,1517,2,317.7002493367963
1334,1511,4,1517,3,266.5778558120867
1335,1511,4,1517,4,210.97790851323052
1336,1511,4,1527,1,286.60664102988466
1337,1511,4,1527,2,68.59987483451648
1338,1511,4,1527,3,70.19484005983958
1339,1511,4,1527,4,248.72986886465088
1340,1511,4,1555,1,292.89298442173595
1341,1511,4,1555,2,123.02779788311021
1342,1511,4,1555,3,97.76909191038472
1343,1511,4,1555,4,805.9595170895707
1344,1511,4,1564,1,285.68175032357067
1345,1511,4,1564,2,185.38688880229475
1346,1511,4,1564,3,205.44699487760673
1347,1511,4,1566,1,291.73867389351994
1348,1511,4,1566,2,282.50294157563064
1349,1511,4,1566,3,79.753353691598
1350,1511,4,1566,4,389.6892250888459
1351,1511,4,1573,1,246.33055701747696
1352,1511,4,1573,2,85.23160094205791
1353,1511,4,1573,3,100.12809102436249
1354,1511,4,1584,1,343.524762554284
1355,1511,4,1584,2,154.12734082365816
1356,1511,4,1584,3,211.99098668874117
1357,1511,4,1584,4,863.9463397807122
1358,1511,4,1593,1,304.140754704164
1359,1511,4,1593,2,72.79994533366711
1360,1511,4,1593,3,62.53041320873088
1361,1511,4,1593,4,293.63398503701995
1362,1511,4,1594,1,383.6949881091206
1363,1511,4,1594,2,559.8967385262308
1364,1511,4,1594,3,179.88744362164016
1365,1511,4,1594,4,248.1728773834339
1366,1511,4,1622,1,151.8874668331617
1367,1511,4,1622,2,395.9928341782724
1368,1511,4,1622,3,212.75216179943632
1369,1511,4,1622,4,889.5028418138763
1370,1511,4,1624,1,248.65284285039434
1371,1511,4,1624,2,425.65743130620524
1372,1511,4,1624,3,202.672715864417
1373,1511,4,1635,1,191.78298932673937
1374,1511,4,1635,2,234.05050529755803
1375,1511,4,1635,3,124.0027896408524
1376,1511,4,1638,1,669.1924576406498
1377,1511,4,1638,2,642.4016501816102
1378,1511,4,1638,3,251.34289452966155
1379,1511,4,1638,4,1161.53581037449
1380,1511,4,1645,1,204.80489008752767
1381,1511,4,1645,2,162.81697747617156
1382,1511,4,1645,3,82.55505474010991
1383,1511,4,1647,1,219.93347168091935
1384,1511,4,1647,2,94.039803571125
1385,1511,4,1647,3,94.93336558100185
1386,1511,5,1502,1,1187.3406632653077
1387,1511,5,1502,2,800.8945500927656
1388,1511,5,1502,3,1327.1497899070314
1389,1511,5,1502,4,1205.194445844389
1390,1511,5,1502,5,180.9300510204081
1391,1511,5,1503,1,1642.397210459186
1392,1511,5,1503,2,2424.1734183673498
1393,1511,5,1503,3,2687.2543146085377
1394,1511,5,1503,4,2929.4399017193905
1395,1511,5,1507,1,1067.9968765943888
1396,1511,5,1507,2,2368.848846153849
1397,1511,5,1507,3,1606.0387906122464
1398,1511,5,1507,4,778.4379038877562
1399,1511,5,1507,5,394.5609183673473
1400,1511,5,1511,1,811.5684837372459
1401,1511,5,1511,2,1198.6109637188222
1402,1511,5,1511,3,943.2478098959197
1403,1511,5,1511,4,1433.0763687573715
1404,1511,5,1512,1,761.0082063137767
1405,1511,5,1512,2,1087.8972130102056
1406,1511,5,1512,3,877.287825453516
1407,1511,5,1512,4,911.0801736349222
1408,1511,5,1512,5,12.493941326530612
1409,1511,5,1517,1,922.9411390306141
1410,1511,5,1517,2,883.498971938777
1411,1511,5,1517,3,1225.1064649469408
1412,1511,5,1517,4,796.5426288214297
1413,1511,5,1527,1,1482.331227968462
1414,1511,5,1527,2,1819.0170032312951
1415,1511,5,1527,3,1986.4880192108863
1416,1511,5,1527,4,32.775624999999934
1417,1511,5,1555,1,1168.4073520408178
1418,1511,5,1555,2,1089.946745153063
1419,1511,5,1555,3,1651.37613593651
1420,1511,5,1555,4,1.1046009999999966
1421,1511,5,1564,1,1967.707897727275
1422,1511,5,1564,2,1490.741271258505
1423,1511,5,1564,3,2880.6402417483027
1424,1511,5,1566,1,1197.2057919758831
1425,1511,5,1566,2,765.3710691836748
1426,1511,5,1566,3,1376.5267456326549
1427,1511,5,1566,4,42.83067602040817
1428,1511,5,1573,1,2034.3856079932
1429,1511,5,1573,2,2369.128493574833
1430,1511,5,1573,3,1425.8366886428587
1431,1511,5,1584,1,821.1337315759647
1432,1511,5,1584,2,821.3361903061234
1433,1511,5,1584,3,986.5331613333349
1434,1511,5,1584,4,67.00612244897968
1435,1511,5,1593,1,1032.1504591836747
1436,1511,5,1593,2,1281.3644608276657
1437,1511,5,1593,3,970.651651844389
1438,1511,5,1593,4,301.8693025442179
1439,1511,5,1594,1,1014.054104591838
1440,1511,5,1594,2,506.66639546485357
1441,1511,5,1594,3,1153.4432038714306
1442,1511,5,1594,4,105.28044029591832
1443,1511,5,1622,1,1562.6243112244913
1444,1511,5,1622,2,2121.0146149814495
1445,1511,5,1622,3,2498.2766634612267
1446,1511,5,1622,4,810.4924404693879
1447,1511,5,1624,1,939.8686862244912
1448,1511,5,1624,2,689.498429532881
1449,1511,5,1624,3,1230.6771795229604
1450,1511,5,1635,1,1454.4606147959203
1451,1511,5,1635,2,954.2758601000018
1452,1511,5,1635,3,2372.6142230136084
1453,1511,5,1638,1,530.9792653061234
1454,1511,5,1638,2,457.3720976530623
1455,1511,5,1638,3,732.7678007301602
1456,1511,5,1638,4,96.88183673469399
1457,1511,5,1645,1,820.2549617346951
1458,1511,5,1645,2,1189.5935430040834
1459,1511,5,1645,3,1160.5992819637204
1460,1511,5,1647,1,1572.8450907029498
1461,1511,5,1647,2,1466.990539510206
1462,1511,5,1647,3,2124.187313632656
1463,1512,1,1502,1,72.00225216723501
1464,1512,1,1502,2,226.65300690622024
1465,1512,1,1502,3,298.8602041167985
1466,1512,1,1502,4,352.8297163226194
1467,1512,1,1502,5,505.22599058237347
1468,1512,1,1503,1,72.08213581071973
1469,1512,1,1503,2,519.0421661901727
1470,1512,1,1503,3,361.19494111095173
1471,1512,1,1503,4,511.5625519096387
1472,1512,1,1507,1,116.97206029447378
1473,1512,1,1507,2,321.7908297994142
1474,1512,1,1507,3,320.27615177913026
1475,1512,1,1507,4,269.83007345766356
1476,1512,1,1507,5,54.67809111403576
1477,1512,1,1511,1,25.009869333404296
1478,1512,1,1511,2,288.43412576451567
1479,1512,1,1511,3,185.82057564246577
1480,1512,1,1511,4,351.3288581491986
1481,1512,1,1511,5,50.35497181090901
1482,1512,1,1512,2,73.97106372383104
1483,1512,1,1512,3,69.66395962363879
1484,1512,1,1512,4,86.68359262668748
1485,1512,1,1512,5,54.096296987660196
1486,1512,1,1517,1,42.073602062130206
1487,1512,1,1517,2,55.38092525748682
1488,1512,1,1517,3,36.92411771217126
1489,1512,1,1517,4,108.86551328517322
1490,1512,1,1527,1,79.80363695289529
1491,1512,1,1527,2,228.81629585426015
1492,1512,1,1527,3,344.97340521421245
1493,1512,1,1527,4,303.32550473011145
1494,1512,1,1555,1,70.851979901376
1495,1512,1,1555,2,115.24459548847041
1496,1512,1,1555,3,178.9853336748664
1497,1512,1,1555,4,7.038509481952962
1498,1512,1,1564,1,114.98917010104584
1499,1512,1,1564,2,118.33961130682198
1500,1512,1,1564,3,249.5935104408528
1501,1512,1,1566,1,47.753487978835444
1502,1512,1,1566,2,73.31666513773911
1503,1512,1,1566,3,161.62358403601004
1504,1512,1,1566,4,80.74593157449031
1505,1512,1,1573,1,89.72199782059435
1506,1512,1,1573,2,203.78439902785547
1507,1512,1,1573,3,249.4918403104556
1508,1512,1,1584,1,134.15235614923077
1509,1512,1,1584,2,177.872612651095
1510,1512,1,1584,3,200.04574995535881
1511,1512,1,1584,4,89.92710123754945
1512,1512,1,1593,1,95.58712929930498
1513,1512,1,1593,2,276.9554160336949
1514,1512,1,1593,3,160.1762826431076
1515,1512,1,1593,4,221.87104253715282
1516,1512,1,1594,1,32.2284342757927
1517,1512,1,1594,2,95.59484843203337
1518,1512,1,1594,3,145.087535416971
1519,1512,1,1594,4,201.39636035581316
1520,1512,1,1622,1,276.4606581527378
1521,1512,1,1622,2,218.0368612646613
1522,1512,1,1622,3,643.206552195564
1523,1512,1,1622,4,555.8829499373759
1524,1512,1,1624,1,12.00655629448815
1525,1512,1,1624,2,13.877667439003718
1526,1512,1,1624,3,201.6241463480978
1527,1512,1,1635,1,120.30056003841511
1528,1512,1,1635,2,111.45314106469957
1529,1512,1,1635,3,303.57405304623103
1530,1512,1,1638,1,120.7635675913632
1531,1512,1,1638,2,141.19257807061433
1532,1512,1,1638,3,87.45024212352713
1533,1512,1,1638,4,19.28359260637776
1534,1512,1,1645,1,19.786014507034775
1535,1512,1,1645,2,43.67063875318802
1536,1512,1,1645,3,241.86061041541612
1537,1512,1,1647,1,79.39450101422953
1538,1512,1,1647,2,133.81436068522672
1539,1512,1,1647,3,269.49146928869715
1540,1512,2,1502,1,36.31244344807881
1541,1512,2,1502,2,179.2039385904194
1542,1512,2,1502,3,176.73835924859765
1543,1512,2,1502,4,181.97060504724368
1544,1512,2,1502,5,194.24751556358123
1545,1512,2,1503,1,44.24032840020523
1546,1512,2,1503,2,256.6067655565184
1547,1512,2,1503,3,169.72795931038874
1548,1512,2,1503,4,262.9228285446592
1549,1512,2,1507,1,44.37678945877784
1550,1512,2,1507,2,149.78061769984305
1551,1512,2,1507,3,158.3114444381355
1552,1512,2,1507,4,189.41659924185387
1553,1512,2,1507,5,276.42476873113594
1554,1512,2,1511,1,46.64451417092164
1555,1512,2,1511,2,115.15954905991686
1556,1512,2,1511,3,107.78067919144364
1557,1512,2,1511,4,171.88640653719577
1558,1512,2,1511,5,20.883308389598497
1559,1512,2,1512,1,61.935402118364244
1560,1512,2,1512,3,23.14798518128307
1561,1512,2,1512,4,68.07886665991892
1562,1512,2,1512,5,2.5395883269017836
1563,1512,2,1517,1,159.31062294647455
1564,1512,2,1517,2,124.78249428467889
1565,1512,2,1517,3,94.51330773386971
1566,1512,2,1517,4,89.72547560196703
1567,1512,2,1527,1,36.837358264557224
1568,1512,2,1527,2,124.64043797385825
1569,1512,2,1527,3,139.9890609424696
1570,1512,2,1527,4,66.05035257674331
1571,1512,2,1555,1,23.129671994356634
1572,1512,2,1555,2,49.09534889907283
1573,1512,2,1555,3,63.84544529841365
1574,1512,2,1555,4,121.34802777428284
1575,1512,2,1564,1,44.70159635735736
1576,1512,2,1564,2,33.7804680142123
1577,1512,2,1564,3,94.89550249047238
1578,1512,2,1566,1,57.70451955522742
1579,1512,2,1566,2,104.31533133503865
1580,1512,2,1566,3,59.50841113047457
1581,1512,2,1566,4,0.08259374482688854
1582,1512,2,1573,1,24.92245776931679
1583,1512,2,1573,2,82.02392635249532
1584,1512,2,1573,3,85.2514262831664
1585,1512,2,1584,1,98.75342888558814
1586,1512,2,1584,2,103.4755884858076
1587,1512,2,1584,3,167.4043208272217
1588,1512,2,1584,4,100.46568225436799
1589,1512,2,1593,1,30.44856792556364
1590,1512,2,1593,2,110.0249982192081
1591,1512,2,1593,3,49.27243022778071
1592,1512,2,1593,4,65.48581230718999
1593,1512,2,1594,1,35.643705643316565
1594,1512,2,1594,2,238.13340506066612
1595,1512,2,1594,3,129.17275358931016
1596,1512,2,1594,4,30.29320009090623
1597,1512,2,1622,1,98.27544936220238
1598,1512,2,1622,2,140.31853854252267
1599,1512,2,1622,3,362.3016572339466
1600,1512,2,1622,4,439.3070937193188
1601,1512,2,1624,1,19.695900142871768
1602,1512,2,1624,2,98.88564211851606
1603,1512,2,1624,3,60.7405502423988
1604,1512,2,1635,1,29.2950270994403
1605,1512,2,1635,2,142.52497429554003
1606,1512,2,1635,3,119.78095488345427
1607,1512,2,1638,1,245.99937267594706
1608,1512,2,1638,2,313.20431119408767
1609,1512,2,1638,3,154.72717752854183
1610,1512,2,1638,4,175.44625950003268
1611,1512,2,1645,1,23.17906659810121
1612,1512,2,1645,2,34.90136694368523
1613,1512,2,1645,3,145.49779646719873
1614,1512,2,1647,1,20.68360473142688
1615,1512,2,1647,2,27.87117490477383
1616,1512,2,1647,3,105.57796176011875
1617,1512,3,1502,1,69.4297966456378
1618,1512,3,1502,2,91.18537729393246
1619,1512,3,1502,3,109.22276804051248
1620,1512,3,1502,4,161.65712591184018
1621,1512,3,1502,5,122.26748015898997
1622,1512,3,1503,1,69.34930024476509
1623,1512,3,1503,2,320.0726364465165
1624,1512,3,1503,3,206.46836957206222
1625,1512,3,1503,4,366.6058308071762
1626,1512,3,1507,1,75.14807234495662
1627,1512,3,1507,2,181.24404526395938
1628,1512,3,1507,3,163.91860144157485
1629,1512,3,1507,4,132.8158440152413
1630,1512,3,1507,5,421.6604301894399
1631,1512,3,1511,1,78.94199881359411
1632,1512,3,1511,2,100.50481322574771
1633,1512,3,1511,3,56.29696567766221
1634,1512,3,1511,4,140.2933074383343
1635,1512,3,1511,5,41.631166277927534
1636,1512,3,1512,1,65.78406037080765
1637,1512,3,1512,2,34.641579440482204
1638,1512,3,1512,4,18.43837254701681
1639,1512,3,1512,5,19.128479004918702
1640,1512,3,1517,1,113.97194703177288
1641,1512,3,1517,2,69.61223241145159
1642,1512,3,1517,3,49.919874117097024
1643,1512,3,1517,4,51.61499853955121
1644,1512,3,1527,1,74.27998996326919
1645,1512,3,1527,2,87.05873708746788
1646,1512,3,1527,3,173.97672775745684
1647,1512,3,1527,4,18.61811350365246
1648,1512,3,1555,1,55.947203375222514
1649,1512,3,1555,2,29.50859716068744
1650,1512,3,1555,3,66.09236107748998
1651,1512,3,1555,4,159.20152624023385
1652,1512,3,1564,1,108.31310652220809
1653,1512,3,1564,2,71.74222168376576
1654,1512,3,1564,3,157.72270560835224
1655,1512,3,1566,1,51.08983738557463
1656,1512,3,1566,2,58.63972680648753
1657,1512,3,1566,3,56.268212199524584
1658,1512,3,1566,4,5.382965682772316
1659,1512,3,1573,1,72.04694793919992
1660,1512,3,1573,2,93.98889723594424
1661,1512,3,1573,3,98.83719743227299
1662,1512,3,1584,1,100.78241950059353
1663,1512,3,1584,2,68.61930777702636
1664,1512,3,1584,3,104.63671749133421
1665,1512,3,1584,4,141.93391789997483
1666,1512,3,1593,1,65.29513131641926
1667,1512,3,1593,2,103.04124935459618
1668,1512,3,1593,3,30.899632571159675
1669,1512,3,1593,4,63.03948873088968
1670,1512,3,1594,1,65.8926017883558
1671,1512,3,1594,2,182.57269610033967
1672,1512,3,1594,3,61.331697395162315
1673,1512,3,1594,4,11.033614874372484
1674,1512,3,1622,1,135.608523594117
1675,1512,3,1622,2,212.89856287384188
1676,1512,3,1622,3,403.7222956353495
1677,1512,3,1622,4,480.08312339922776
1678,1512,3,1624,1,18.479166165032254
1679,1512,3,1624,2,84.6695179663864
1680,1512,3,1624,3,99.02243488298731
1681,1512,3,1635,1,59.20442182607894
1682,1512,3,1635,2,64.83874429884085
1683,1512,3,1635,3,172.2308552500796
1684,1512,3,1638,1,213.44816492993982
1685,1512,3,1638,2,235.45486909163543
1686,1512,3,1638,3,75.05847565107491
1687,1512,3,1638,4,256.64893265809843
1688,1512,3,1645,1,11.915909423507008
1689,1512,3,1645,2,16.856309999023555
1690,1512,3,1645,3,85.66359337259138
1691,1512,3,1647,1,63.27865966115634
1692,1512,3,1647,2,49.50956847431853
1693,1512,3,1647,3,114.3769933632504
1694,1512,4,1502,1,106.54986792701331
1695,1512,4,1502,2,59.0699172592269
1696,1512,4,1502,3,107.86978151216759
1697,1512,4,1502,4,183.41089574859333
1698,1512,4,1502,5,112.33504387547298
1699,1512,4,1503,1,114.44534977003543
1700,1512,4,1503,2,420.8444470551807
1701,1512,4,1503,3,297.84639556797697
1702,1512,4,1503,4,497.84661144160043
1703,1512,4,1507,1,111.79741569817698
1704,1512,4,1507,2,260.5016334174409
1705,1512,4,1507,3,208.57876989609818
1706,1512,4,1507,4,117.00995060412966
1707,1512,4,1507,5,462.6355674515838
1708,1512,4,1511,1,99.73391283071847
1709,1512,4,1511,2,127.39154730416557
1710,1512,4,1511,3,49.74566811132007
1711,1512,4,1511,4,163.97809587474308
1712,1512,4,1511,5,43.99024159447398
1713,1512,4,1512,1,67.72567128082221
1714,1512,4,1512,2,61.59274310466792
1715,1512,4,1512,3,17.130417485357953
1716,1512,4,1512,5,22.503910075768186
1717,1512,4,1517,1,88.6060520144749
1718,1512,4,1517,2,44.46586066953678
1719,1512,4,1517,3,40.857937932889016
1720,1512,4,1517,4,41.77192930442806
1721,1512,4,1527,1,121.89444027406968
1722,1512,4,1527,2,113.05779868064273
1723,1512,4,1527,3,246.19834208867417
1724,1512,4,1527,4,11.623297120943425
1725,1512,4,1555,1,94.00934864316004
1726,1512,4,1555,2,41.86116081110204
1727,1512,4,1555,3,108.43008581251792
1728,1512,4,1555,4,150.27942750447392
1729,1512,4,1564,1,183.6001806757126
1730,1512,4,1564,2,123.39039336811089
1731,1512,4,1564,3,265.44787338760744
1732,1512,4,1566,1,64.9322096824414
1733,1512,4,1566,2,39.13219376999087
1734,1512,4,1566,3,86.80499216767379
1735,1512,4,1566,4,6.649079157998242
1736,1512,4,1573,1,141.94596361710504
1737,1512,4,1573,2,160.57888433312763
1738,1512,4,1573,3,144.57466148204077
1739,1512,4,1584,1,112.0913336685233
1740,1512,4,1584,2,66.06462759021335
1741,1512,4,1584,3,88.13771911557222
1742,1512,4,1584,4,151.01521628930152
1743,1512,4,1593,1,102.31750094021908
1744,1512,4,1593,2,134.8873664330656
1745,1512,4,1593,3,44.85312582021667
1746,1512,4,1593,4,73.23544880240708
1747,1512,4,1594,1,93.14951717092794
1748,1512,4,1594,2,136.45787399241104
1749,1512,4,1594,3,46.608678311348136
1750,1512,4,1594,4,11.286435865645876
1751,1512,4,1622,1,197.08601936164487
1752,1512,4,1622,2,294.70830509554975
1753,1512,4,1622,3,495.2771041137212
1754,1512,4,1622,4,510.842982984402
1755,1512,4,1624,1,28.51877267475989
1756,1512,4,1624,2,72.04687568799937
1757,1512,4,1624,3,149.39059990497861
1758,1512,4,1635,1,107.57088655107846
1759,1512,4,1635,2,34.88065834678942
1760,1512,4,1635,3,262.3032842023291
1761,1512,4,1638,1,181.15549180808202
1762,1512,4,1638,2,173.08357722319448
1763,1512,4,1638,3,33.2667970299144
1764,1512,4,1638,4,266.7481461599207
1765,1512,4,1645,1,14.026741177991333
1766,1512,4,1645,2,26.93366151293772
1767,1512,4,1645,3,82.01349425094101
1768,1512,4,1647,1,117.1719705119716
1769,1512,4,1647,2,95.08579319897599
1770,1512,4,1647,3,176.9572892402335
1771,1512,5,1502,1,62.67943310657537
1772,1512,5,1502,2,117.79272727272797
1773,1512,5,1502,3,166.53612097278926
1774,1512,5,1502,4,225.7699709081628
1775,1512,5,1502,5,219.8801020408166
1776,1512,5,1503,1,63.17353061224428
1777,1512,5,1503,2,406.39755102040635
1778,1512,5,1503,3,271.22945964563866
1779,1512,5,1503,4,441.5271924719365
1780,1512,5,1507,1,81.18808673469323
1781,1512,5,1507,2,235.81938775510082
1782,1512,5,1507,3,219.19787530612166
1783,1512,5,1507,4,166.99225369642883
1784,1512,5,1507,5,247.74877551020356
1785,1512,5,1511,1,45.480229591836384
1786,1512,5,1511,2,161.5420861678
1787,1512,5,1511,3,87.85702418163282
1788,1512,5,1511,4,213.29707516326482
1789,1512,5,1511,5,11.822959183673499
1790,1512,5,1512,1,30.161479591836745
1791,1512,5,1512,2,42.00466836734648
1792,1512,5,1512,3,18.757593877550914
1793,1512,5,1512,4,24.0932319682543
1794,1512,5,1517,1,65.80275510204146
1795,1512,5,1517,2,42.69683673469449
1796,1512,5,1517,3,27.904887038775883
1797,1512,5,1517,4,55.50560637244921
1798,1512,5,1527,1,72.39912801484155
1799,1512,5,1527,2,130.5007022108841
1800,1512,5,1527,3,244.95153049206218
1801,1512,5,1527,4,82.29081632653083
1802,1512,5,1555,1,53.91340816326467
1803,1512,5,1555,2,50.31880637755085
1804,1512,5,1555,3,103.88203378231226
1805,1512,5,1555,4,76.2054173265308
1806,1512,5,1564,1,114.33834879406186
1807,1512,5,1564,2,89.63887188208527
1808,1512,5,1564,3,199.50286343197112
1809,1512,5,1566,1,36.61781076066779
1810,1512,5,1566,2,43.671160000000455
1811,1512,5,1566,3,91.26395793423985
1812,1512,5,1566,4,4.365102040816322
1813,1512,5,1573,1,78.82517006802614
1814,1512,5,1573,2,136.2278306921759
1815,1512,5,1573,3,151.8472982091829
1816,1512,5,1584,1,98.13399092970504
1817,1512,5,1584,2,94.10674515306128
1818,1512,5,1584,3,119.6767843492068
1819,1512,5,1584,4,83.6009183673469
1820,1512,5,1593,1,67.89555555555492
1821,1512,5,1593,2,161.67272471655272
1822,1512,5,1593,3,69.42178494387728
1823,1512,5,1593,4,97.30057584353723
1824,1512,5,1594,1,42.724204081632216
1825,1512,5,1594,2,123.75840566893515
1826,1512,5,1594,3,71.38305417755149
1827,1512,5,1594,4,51.122365806122446
1828,1512,5,1622,1,188.7466326530601
1829,1512,5,1622,2,219.6186124304254
1830,1512,5,1622,3,503.1600020326514
1831,1512,5,1622,4,483.64913366666616
1832,1512,5,1624,1,4.599410430838876
1833,1512,5,1624,2,40.777844555555845
1834,1512,5,1624,3,134.07582780101947
1835,1512,5,1635,1,78.55326530612165
1836,1512,5,1635,2,58.15341214081705
1837,1512,5,1635,3,230.75167221995312
1838,1512,5,1638,1,150.92995918367416
1839,1512,5,1638,2,168.32170122449105
1840,1512,5,1638,3,57.141192623583635
1841,1512,5,1638,4,136.222244897959
1842,1512,5,1645,1,3.2932397959183453
1843,1512,5,1645,2,16.579836422448896
1844,1512,5,1645,3,127.79998003628134
1845,1512,5,1647,1,69.74798185940953
1846,1512,5,1647,2,81.03059625623503
1847,1512,5,1647,3,170.0783690129861
1848,1517,1,1502,1,171.83605297314816
1849,1517,1,1502,2,244.05363902277884
1850,1517,1,1502,3,382.51508108047585
1851,1517,1,1502,4,495.58873653210145
1852,1517,1,1502,5,619.4253597957664
1853,1517,1,1503,1,164.19459502255017
1854,1517,1,1503,2,782.3439626382217
1855,1517,1,1503,3,565.8529708229446
1856,1517,1,1503,4,803.2657252347416
1857,1517,1,1507,1,230.5526717105279
1858,1517,1,1507,2,505.29434312317505
1859,1517,1,1507,3,478.1268188758222
1860,1517,1,1507,4,332.38911277837605
1861,1517,1,1507,5,24.179729118934432
1862,1517,1,1511,1,85.81837421343197
1863,1517,1,1511,2,431.18426043193915
1864,1517,1,1511,3,249.37428994515085
1865,1517,1,1511,4,495.38513099665477
1866,1517,1,1511,5,93.51533926693298
1867,1517,1,1512,1,38.63410865678614
1868,1517,1,1512,2,174.08836855397533
1869,1517,1,1512,3,142.86674837055227
1870,1517,1,1512,4,115.62997207158439
1871,1517,1,1512,5,107.91135119696276
1872,1517,1,1517,2,34.8254922750078
1873,1517,1,1517,3,35.15434829855751
1874,1517,1,1517,4,148.51615947118415
1875,1517,1,1527,1,192.0809335095505
1876,1517,1,1527,2,324.3630910308346
1877,1517,1,1527,3,556.940484535221
1878,1517,1,1527,4,398.1420058766515
1879,1517,1,1555,1,176.7373987112725
1880,1517,1,1555,2,198.62104352860126
1881,1517,1,1555,3,309.2184981308701
1882,1517,1,1555,4,1.0844145335535527
1883,1517,1,1564,1,266.880042961172
1884,1517,1,1564,2,260.2882191147123
1885,1517,1,1564,3,448.66343640483973
1886,1517,1,1566,1,95.29332825446876
1887,1517,1,1566,2,78.78252801887452
1888,1517,1,1566,3,283.52658871917816
1889,1517,1,1566,4,149.6147002767662
1890,1517,1,1573,1,224.22076042341007
1891,1517,1,1573,2,351.35858358807786
1892,1517,1,1573,3,412.210274787386
1893,1517,1,1584,1,205.47079512866728
1894,1517,1,1584,2,250.7314188141916
1895,1517,1,1584,3,228.3010002414583
1896,1517,1,1584,4,111.3976670426186
1897,1517,1,1593,1,209.18040542084864
1898,1517,1,1593,2,425.6105490746868
1899,1517,1,1593,3,269.47203633073065
1900,1517,1,1593,4,332.30881390708885
1901,1517,1,1594,1,106.01080540331483
1902,1517,1,1594,2,30.395495962355326
1903,1517,1,1594,3,160.89964108166748
1904,1517,1,1594,4,299.7190922222092
1905,1517,1,1622,1,464.53113785661185
1906,1517,1,1622,2,380.22398038391424
1907,1517,1,1622,3,901.317555976585
1908,1517,1,1622,4,667.2656516389685
1909,1517,1,1624,1,67.26558932166232
1910,1517,1,1624,2,13.575109638751083
1911,1517,1,1624,3,364.80498848586893
1912,1517,1,1635,1,253.81332425780948
1913,1517,1,1635,2,94.1617231168661
1914,1517,1,1635,3,517.4550708057279
1915,1517,1,1638,1,71.7870896399658
