,Animal Utilizado,Lactação Utilizada,Animal Alvo,Lactação Alvo,EQM
394,1503,1,1507,2,179.66736084772867
395,1503,1,1507,3,185.48430198882994
396,1503,1,1507,4,199.54138742698944
397,1503,1,1507,5,209.67580699175176
398,1503,1,1511,1,31.344588202509456
399,1503,1,1511,2,144.52494322326774
400,1503,1,1511,3,117.60586572062695
401,1503,1,1511,4,204.0339479791777
402,1503,1,1511,5,13.753278426933168
403,1503,1,1512,1,41.12790735974386
404,1503,1,1512,2,23.630220852078246
405,1503,1,1512,3,24.80968598289039
406,1503,1,1512,4,64.9292655250512
407,1503,1,1512,5,0.4412193374477772
408,1503,1,1517,1,126.8344351826648
409,1503,1,1517,2,102.9131341844341
410,1503,1,1517,3,75.70580191930276
411,1503,1,1517,4,86.09007248886032
412,1503,1,1527,1,37.08792457832592
413,1503,1,1527,2,141.54362849207493
414,1503,1,1527,3,176.54985705244522
415,1503,1,1527,4,105.50108292459501
416,1503,1,1555,1,23.740272910380014
417,1503,1,1555,2,55.700717710488604
418,1503,1,1555,3,81.38061145943665
419,1503,1,1555,4,83.31564166990502
420,1503,1,1564,1,51.002594187912315
421,1503,1,1564,2,43.267752483892664
422,1503,1,1564,3,121.06561595445042
423,1503,1,1566,1,47.50121467169017
424,1503,1,1566,2,90.05652286749142
425,1503,1,1566,3,74.06912077972869
426,1503,1,1566,4,5.064737872868072
427,1503,1,1573,1,30.7210575836946
428,1503,1,1573,2,102.25828084922695
429,1503,1,1573,3,112.30512057156106
430,1503,1,1584,1,96.82136918434469
431,1503,1,1584,2,111.62903772650797
432,1503,1,1584,3,167.77348518578026
433,1503,1,1584,4,83.24467164920372
434,1503,1,1593,1,34.29342737270784
435,1503,1,1593,2,138.08369804745848
436,1503,1,1593,3,65.2374621145003
437,1503,1,1593,4,87.65539889022875
438,1503,1,1594,1,24.94969902018247
439,1503,1,1594,2,199.4401535012994
440,1503,1,1594,3,126.55269705454354
441,1503,1,1594,4,55.57875556790492
442,1503,1,1622,1,127.68261222365015
443,1503,1,1622,2,147.97224662517402
444,1503,1,1622,3,415.3945604211256
445,1503,1,1622,4,451.14755034576774
446,1503,1,1624,1,9.475297025214113
447,1503,1,1624,2,71.7514874463311
448,1503,1,1624,3,81.30095149559779
449,1503,1,1635,1,40.1244161708371
450,1503,1,1635,2,129.7737163864221
451,1503,1,1635,3,151.87370726481802
452,1503,1,1638,1,209.71621889678136
453,1503,1,1638,2,268.61428141775406
454,1503,1,1638,3,134.11574616502108
455,1503,1,1638,4,125.92474307547317
456,1503,1,1645,1,14.140260998904775
457,1503,1,1645,2,29.541320181238923
458,1503,1,1645,3,160.006938900857
459,1503,1,1647,1,24.620834787984354
460,1503,1,1647,2,42.63466105726333
461,1503,1,1647,3,134.1119928536817
462,1503,2,1502,1,303.29115933412515
463,1503,2,1502,2,466.8619847147286
464,1503,2,1502,3,286.9514179502261
465,1503,2,1502,4,193.6427225787184
466,1503,2,1502,5,79.1746021252997
467,1503,2,1503,1,313.2173126111193
468,1503,2,1503,3,76.69147878253318
469,1503,2,1503,4,29.794608886910126
470,1503,2,1507,1,251.60951075436049
471,1503,2,1507,2,113.04742733318322
472,1503,2,1507,3,168.4956733281404
473,1503,2,1507,4,400.6996248349575
474,1503,2,1507,5,1145.2912386229818
475,1503,2,1511,1,444.3004449514602
476,1503,2,1511,2,127.67693623254647
477,1503,2,1511,3,318.3724977605988
478,1503,2,1511,4,156.41316670952637
479,1503,2,1511,5,400.06140539100886
480,1503,2,1512,1,517.6973616963538
481,1503,2,1512,2,254.03037502429007
482,1503,2,1512,3,285.3765102479184
483,1503,2,1512,4,397.2681101641145
484,1503,2,1512,5,337.13089347689817
485,1503,2,1517,1,745.0898836841632
486,1503,2,1517,2,622.0827099950104
487,1503,2,1517,3,550.1859104894991
488,1503,2,1517,4,415.49034076360476
489,1503,2,1527,1,273.2701407900609
490,1503,2,1527,2,248.543930489504
491,1503,2,1527,3,35.67879091953592
492,1503,2,1527,4,82.27069003258529
493,1503,2,1555,1,267.7308380702833
494,1503,2,1555,2,264.9579763377951
495,1503,2,1555,3,160.4095315361411
496,1503,2,1555,4,748.5014576852739
497,1503,2,1564,1,201.87224197103134
498,1503,2,1564,2,180.0336566544991
499,1503,2,1564,3,66.22323278436646
500,1503,2,1566,1,419.5006890126681
501,1503,2,1566,2,531.0886979131534
502,1503,2,1566,3,184.90688943471787
503,1503,2,1566,4,269.4709468585245
504,1503,2,1573,1,198.01480508926818
505,1503,2,1573,2,135.7600269834331
506,1503,2,1573,3,95.22150252301
507,1503,2,1584,1,393.266086405499
508,1503,2,1584,2,321.2966495132016
509,1503,2,1584,3,471.5884430909841
510,1503,2,1584,4,574.5388544606916
511,1503,2,1593,1,249.84004493878376
512,1503,2,1593,2,124.86043104825613
513,1503,2,1593,3,181.19683106242874
514,1503,2,1593,4,177.78011381033437
515,1503,2,1594,1,386.5795206217651
516,1503,2,1594,2,894.7921802607943
517,1503,2,1594,3,460.84970077067845
518,1503,2,1594,4,134.57410252489777
519,1503,2,1622,1,72.06474454696878
520,1503,2,1622,2,280.10649023209197
521,1503,2,1622,3,104.56578754169735
522,1503,2,1622,4,627.6321446501581
523,1503,2,1624,1,377.4959148133526
524,1503,2,1624,2,622.1712417117171
525,1503,2,1624,3,121.17868668807608
526,1503,2,1635,1,175.24500725496054
527,1503,2,1635,2,572.3590684073021
528,1503,2,1635,3,41.358848991644464
529,1503,2,1638,1,878.8872513225812
530,1503,2,1638,2,1040.3717003696593
531,1503,2,1638,3,651.0840403128145
532,1503,2,1638,4,902.5201164076517
533,1503,2,1645,1,374.4697399435169
534,1503,2,1645,2,351.2130999370393
535,1503,2,1645,3,315.37496676149453
536,1503,2,1647,1,213.253207686529
537,1503,2,1647,2,134.06674023765817
538,1503,2,1647,3,97.69995551608767
539,1503,3,1502,1,277.4648726606352
540,1503,3,1502,2,297.2390604425593
541,1503,3,1502,3,134.91855405634703
542,1503,3,1502,4,129.59306977780523
543,1503,3,1502,5,126.00922095308319
544,1503,3,1503,1,254.44577004280623
545,1503,3,1503,2,55.4269985085572
546,1503,3,1503,4,79.35904171641452
547,1503,3,1507,1,245.82677165002013
548,1503,3,1507,2,74.95206982167066
549,1503,3,1507,3,120.78275629114918
550,1503,3,1507,4,279.6870698807517
551,1503,3,1507,5,1335.6827766357042
552,1503,3,1511,1,423.4117114616887
553,1503,3,1511,2,78.23404946811769
554,1503,3,1511,3,197.10456359710372
555,1503,3,1511,4,63.89201250153423
556,1503,3,1511,5,462.87599031018203
557,1503,3,1512,1,439.089095069114
558,1503,3,1512,2,201.98363441934524
559,1503,3,1512,3,205.74791473738713
560,1503,3,1512,4,264.5910508605442
561,1503,3,1512,5,397.7137153494583
562,1503,3,1517,1,573.3647661504659
563,1503,3,1517,2,452.87576771066813
564,1503,3,1517,3,379.2572969115232
565,1503,3,1517,4,300.69644778872185
566,1503,3,1527,1,237.35691911512365
567,1503,3,1527,2,113.04905229075798
568,1503,3,1527,3,11.831628203829823
569,1503,3,1527,4,135.76472098231983
570,1503,3,1555,1,245.97365680194008
571,1503,3,1555,2,172.0522401311308
572,1503,3,1555,3,87.61538423342039
573,1503,3,1555,4,767.3161045783645
574,1503,3,1564,1,185.45821661106672
575,1503,3,1564,2,147.81938881059278
576,1503,3,1564,3,42.61494984346322
577,1503,3,1566,1,322.37159282488096
578,1503,3,1566,2,393.4524979084661
579,1503,3,1566,3,105.79750476639113
580,1503,3,1566,4,311.5294338886
581,1503,3,1573,1,157.61583038124016
582,1503,3,1573,2,43.80460388834728
583,1503,3,1573,3,66.3046304456507
584,1503,3,1584,1,348.1451929875741
585,1503,3,1584,2,227.19716838558415
586,1503,3,1584,3,324.30158541678406
587,1503,3,1584,4,676.0139921483777
588,1503,3,1593,1,246.4124161693868
589,1503,3,1593,2,75.21724990277357
590,1503,3,1593,3,107.54229189546479
591,1503,3,1593,4,217.62791163131814
592,1503,3,1594,1,354.35412106284406
593,1503,3,1594,2,725.7154193150117
594,1503,3,1594,3,293.4071696749281
595,1503,3,1594,4,173.4410472834995
596,1503,3,1622,1,75.32636265563528
597,1503,3,1622,2,276.83576582696475
598,1503,3,1622,3,105.9974085123226
599,1503,3,1622,4,722.8666243036984
600,1503,3,1624,1,292.4693419532789
601,1503,3,1624,2,512.0407610940181
602,1503,3,1624,3,132.08601967589775
603,1503,3,1635,1,144.2103890212656
604,1503,3,1635,2,384.2978588578441
605,1503,3,1635,3,21.825503976146138
606,1503,3,1638,1,761.4386734835955
607,1503,3,1638,2,841.1687837252472
608,1503,3,1638,3,448.01528939999207
609,1503,3,1638,4,996.800136844044
610,1503,3,1645,1,277.60080352937894
611,1503,3,1645,2,232.03546572011473
612,1503,3,1645,3,179.06321615862217
613,1503,3,1647,1,176.1326731169214
614,1503,3,1647,2,83.4065106877245
615,1503,3,1647,3,35.64724802522074
616,1503,4,1502,1,296.0202874066659
617,1503,4,1502,2,512.8355867282615
618,1503,4,1502,3,337.7953005892281
619,1503,4,1502,4,211.03071389317282
620,1503,4,1502,5,59.563330723021096
621,1503,4,1503,1,324.5741418249889
622,1503,4,1503,2,31.790541359193902
623,1503,4,1503,3,107.06629592570752
624,1503,4,1507,1,238.31242960792093
625,1503,4,1507,2,135.76443865813596
626,1503,4,1507,3,183.98400291085395
627,1503,4,1507,4,428.3994538487643
628,1503,4,1507,5,1023.2627759902009
629,1503,4,1511,1,425.7995324549344
630,1503,4,1511,2,140.9260246135335
631,1503,4,1511,3,349.5560568614022
632,1503,4,1511,4,188.79411476696447
633,1503,4,1511,5,346.6191685703127
634,1503,4,1512,1,518.2099328829948
635,1503,4,1512,2,257.13838704596435
636,1503,4,1512,3,296.92682797237103
637,1503,4,1512,4,428.581963967485
638,1503,4,1512,5,286.71824907434893
639,1503,4,1517,1,779.0077692178526
640,1503,4,1517,2,659.1740783222733
641,1503,4,1517,3,593.373949292262
642,1503,4,1517,4,437.29882159879156
643,1503,4,1527,1,273.9847671490202
644,1503,4,1527,2,298.4236039585351
645,1503,4,1527,3,48.983586818731816
646,1503,4,1527,4,52.688817966873295
647,1503,4,1555,1,259.8079720202144
648,1503,4,1555,2,285.7114238122543
649,1503,4,1555,3,183.97291974468934
650,1503,4,1555,4,696.557358785933
651,1503,4,1564,1,202.57546767048515
652,1503,4,1564,2,182.0054922337143
653,1503,4,1564,3,88.82943910787849
654,1503,4,1566,1,437.23341109003945
655,1503,4,1566,2,557.4910902348618
656,1503,4,1566,3,205.80459527870218
657,1503,4,1566,4,228.55247745522672
658,1503,4,1573,1,209.68555261768324
659,1503,4,1573,2,176.3139106958544
660,1503,4,1573,3,102.03533845322343
661,1503,4,1584,1,388.97873464228167
662,1503,4,1584,2,339.47304933805634
663,1503,4,1584,3,509.6507067282876
664,1503,4,1584,4,503.7941118157121
665,1503,4,1593,1,234.44136174211997
666,1503,4,1593,2,138.2403688592626
667,1503,4,1593,3,196.2200582520469
668,1503,4,1593,4,146.15698769354955
669,1503,4,1594,1,376.56336863092986
670,1503,4,1594,2,919.4027627770574
671,1503,4,1594,3,508.49545324455255
672,1503,4,1594,4,103.68753825711521
673,1503,4,1622,1,68.4469152234739
674,1503,4,1622,2,276.87314184022904
675,1503,4,1622,3,118.18090801316907
676,1503,4,1622,4,572.871563547723
677,1503,4,1624,1,387.0416631931721
678,1503,4,1624,2,631.3856273595056
679,1503,4,1624,3,107.92549140560816
680,1503,4,1635,1,177.81796927540404
681,1503,4,1635,2,621.5235670113615
682,1503,4,1635,3,56.55692463641023
683,1503,4,1638,1,885.506080086694
684,1503,4,1638,2,1073.6979833458183
685,1503,4,1638,3,699.1248042313993
686,1503,4,1638,4,819.5109092940868
687,1503,4,1645,1,387.2135398886845
688,1503,4,1645,2,378.6729383713627
689,1503,4,1645,3,356.5139976060854
690,1503,4,1647,1,216.30518084856487
691,1503,4,1647,2,144.93609292526864
692,1503,4,1647,3,127.15004155262585
693,1507,1,1502,1,35.883259592921576
